datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,sealevelpressure,cloudcover,visibility,moonphase,conditions,description,icon
21/06/2001,86.6,65.5,76.1,89.0,65.5,77.3,66.1,72.6,0.0,0,0.0,12.8,239.1,1019.9,37.5,8.6,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
22/06/2001,78.6,66.3,71.8,78.6,66.3,71.8,67.0,85.0,0.913,100,16.67,11.6,253.2,1015.5,72.8,7.4,0.04,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
23/06/2001,79.0,62.4,70.5,79.0,62.4,70.5,58.6,69.4,0.0,0,0.0,14.3,321.7,1016.8,26.6,9.3,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
24/06/2001,81.8,61.0,71.7,81.5,61.0,71.7,57.3,62.9,0.0,0,0.0,9.5,320.2,1019.2,29.3,9.4,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25/06/2001,78.1,63.7,69.8,78.1,63.7,69.8,62.0,77.2,0.111,100,16.67,16.1,59.3,1021.2,68.2,8.9,0.15,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
26/06/2001,80.7,65.2,72.3,82.8,65.2,72.5,64.7,78.7,0.091,100,8.33,10.3,95.5,1024.2,65.9,6.7,0.18,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
27/06/2001,87.1,65.5,76.2,88.3,65.5,77.0,65.8,73.0,0.0,0,0.0,12.3,98.1,1026.2,38.2,6.5,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
28/06/2001,84.1,66.5,75.6,86.1,66.5,76.4,66.2,73.9,0.0,0,0.0,8.2,100.7,1024.4,60.2,9.7,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
29/06/2001,85.2,70.6,76.8,88.0,70.6,77.8,68.4,76.7,0.0,0,0.0,10.5,174.5,1021.5,70.9,9.2,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
30/06/2001,83.4,70.0,74.9,86.2,70.0,75.7,68.6,81.9,0.055,100,12.5,11.3,193.7,1020.3,80.4,9.9,0.32,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
01/07/2001,84.1,69.6,76.4,88.2,69.6,78.0,69.5,80.9,0.205,100,12.5,8.4,274.1,1019.4,69.1,9.5,0.36,Rain, Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.
02/07/2001,87.1,71.8,79.1,92.1,71.8,80.8,69.7,74.5,0.0,0,0.0,9.5,242.0,1020.3,58.0,9.0,0.4,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
03/07/2001,85.3,70.0,76.5,91.4,70.0,77.8,70.6,83.0,0.642,100,20.83,12.8,259.7,1022.4,52.3,8.1,0.43,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
04/07/2001,82.8,70.3,75.9,88.4,70.3,77.0,70.7,84.8,0.772,100,12.5,15.0,254.8,1020.9,57.4,8.4,0.47,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
05/07/2001,87.1,66.1,73.4,92.4,66.1,74.7,67.6,83.5,0.843,100,25.0,8.5,280.2,1018.3,55.6,9.6,0.5,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
06/07/2001,87.1,62.8,74.1,88.6,62.8,74.8,65.2,76.6,0.0,0,0.0,9.5,300.3,1018.7,25.3,9.4,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
07/07/2001,87.1,67.9,77.5,91.5,67.9,78.2,66.2,70.7,0.0,0,0.0,9.5,333.3,1020.3,26.1,8.1,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
08/07/2001,89.0,71.2,80.2,95.9,71.2,83.3,70.0,72.7,0.0,0,0.0,9.8,290.8,1018.4,37.2,7.8,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09/07/2001,90.8,72.8,81.8,97.4,72.8,85.3,71.9,73.9,0.02,100,4.17,12.9,300.1,1014.5,42.6,7.1,0.63,Rain, Partially cloudy,Becoming cloudy in the afternoon with late afternoon rain.
10/07/2001,87.6,71.4,78.7,97.3,71.4,82.0,72.0,80.7,0.0,0,0.0,13.9,288.9,1012.0,55.6,8.2,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11/07/2001,90.4,71.4,80.7,97.3,71.4,84.2,71.3,74.9,0.0,0,0.0,11.6,299.9,1010.6,40.9,7.6,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
12/07/2001,89.8,73.7,81.8,95.5,73.7,84.7,71.1,71.2,0.0,0,0.0,9.5,328.3,1012.8,27.9,5.5,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
13/07/2001,86.1,71.7,78.9,87.4,71.7,79.6,65.5,65.0,0.0,0,0.0,12.3,325.6,1012.9,46.7,8.8,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
14/07/2001,82.3,70.0,76.4,83.4,70.0,76.8,65.5,70.8,0.0,0,0.0,13.9,76.3,1015.0,70.4,7.1,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
15/07/2001,82.9,68.6,76.2,83.8,68.6,76.6,64.1,67.5,0.0,0,0.0,7.3,209.1,1016.1,68.3,7.6,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
16/07/2001,84.1,69.3,77.2,85.0,69.3,77.6,64.6,66.9,0.0,0,0.0,7.2,186.8,1019.2,60.5,7.1,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17/07/2001,87.1,66.4,77.2,87.8,66.4,77.6,64.2,66.6,0.0,0,0.0,6.1,229.0,1020.5,29.8,7.1,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
18/07/2001,88.6,66.8,78.0,90.0,66.8,79.0,66.5,69.9,0.0,0,0.0,9.2,278.3,1018.8,34.5,6.4,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
19/07/2001,89.4,70.3,79.9,95.9,70.3,82.2,69.4,71.9,0.0,0,0.0,10.9,287.7,1018.0,39.3,5.8,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
20/07/2001,86.1,72.7,77.6,93.7,72.7,79.2,71.8,82.5,0.012,100,4.17,10.2,58.7,1017.1,61.6,5.9,0,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
21/07/2001,82.9,71.0,76.6,84.2,71.0,77.1,66.5,72.9,0.0,0,0.0,15.0,78.9,1015.8,69.5,7.7,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
22/07/2001,87.1,67.0,76.4,88.1,67.0,76.8,63.8,67.9,0.0,0,0.0,10.5,71.3,1015.1,15.4,8.2,0.06,Clear,Clear conditions throughout the day.,clear-day
23/07/2001,89.8,66.8,78.5,89.7,66.8,78.6,63.0,62.5,0.0,0,0.0,12.4,58.3,1014.6,18.1,9.0,0.1,Clear,Clear conditions throughout the day.,clear-day
24/07/2001,83.5,72.7,77.6,87.7,72.7,78.8,71.0,81.0,0.0,0,0.0,10.3,75.9,1014.5,79.6,9.4,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25/07/2001,82.8,73.3,76.3,88.2,73.3,76.9,71.6,85.6,0.145,100,20.83,11.9,214.8,1017.2,91.7,9.0,0.17,Rain, Overcast,Cloudy skies throughout the day with rain.
26/07/2001,87.1,70.9,78.6,90.3,70.9,80.0,69.6,76.0,0.0,0,0.0,8.5,193.0,1019.3,69.1,9.3,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
27/07/2001,89.4,72.8,81.0,93.7,72.8,83.5,70.6,72.2,0.0,0,0.0,9.4,248.4,1020.5,47.3,9.9,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
28/07/2001,82.3,72.7,77.0,88.1,72.7,78.1,71.9,84.4,0.032,100,8.33,10.7,93.1,1022.2,85.6,8.4,0.27,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
29/07/2001,85.9,71.7,76.0,93.7,71.7,77.3,72.2,88.6,0.713,100,12.5,16.7,244.0,1019.3,59.6,8.2,0.31,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
30/07/2001,89.0,73.3,80.3,96.9,73.3,84.2,73.3,80.9,0.012,100,4.17,9.0,291.1,1017.8,63.2,7.5,0.34,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
31/07/2001,87.1,74.2,79.7,89.8,74.2,81.0,69.7,73.6,0.0,0,0.0,10.9,102.5,1021.9,52.0,8.3,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
01/08/2001,86.2,71.8,78.1,87.7,71.8,79.0,67.4,71.5,0.0,0,0.0,10.3,90.8,1025.1,45.4,9.8,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
02/08/2001,83.8,69.3,76.1,86.2,69.3,76.8,66.2,72.6,0.0,0,0.0,11.4,74.8,1024.9,46.0,7.8,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
03/08/2001,85.2,69.3,77.7,87.0,69.3,78.5,66.2,69.4,0.0,0,0.0,6.9,202.0,1019.8,55.8,7.5,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04/08/2001,85.6,73.5,78.2,89.9,73.5,79.5,70.0,76.6,0.409,100,12.5,9.5,219.4,1014.9,76.9,6.6,0.5,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
05/08/2001,87.6,72.7,77.7,92.9,72.7,79.0,71.1,81.7,0.0,0,0.0,13.7,81.8,1018.3,68.1,7.2,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06/08/2001,85.2,72.7,76.8,89.5,72.7,77.9,70.3,81.1,0.142,100,4.17,12.3,111.6,1021.4,67.5,9.9,0.58,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
07/08/2001,84.1,72.7,76.8,88.7,72.7,77.9,71.2,83.5,0.0,0,0.0,10.7,221.7,1022.6,77.6,8.7,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
08/08/2001,88.0,73.3,79.3,95.0,73.3,82.1,72.3,80.5,0.0,0,0.0,9.2,272.3,1020.2,69.2,7.1,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09/08/2001,87.1,73.3,79.6,94.9,73.3,82.6,73.3,82.1,0.0,0,0.0,10.5,252.7,1018.4,66.1,5.2,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10/08/2001,87.9,73.7,79.6,92.9,73.7,82.0,72.2,79.6,0.0,0,0.0,13.8,270.6,1017.1,44.9,7.3,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11/08/2001,84.5,71.0,78.1,89.2,71.0,80.0,70.5,78.6,0.0,0,0.0,9.4,241.4,1017.4,69.5,9.5,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
12/08/2001,84.1,72.7,77.0,88.0,72.7,78.3,70.3,80.7,0.09,100,8.33,8.9,205.3,1019.9,94.6,8.8,0.75,Rain, Overcast,Cloudy skies throughout the day with late afternoon rain.
13/08/2001,80.8,73.3,75.7,84.9,73.3,76.1,72.6,90.2,0.083,100,12.5,8.1,257.8,1018.8,87.7,5.2,0.82,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
14/08/2001,87.6,71.4,78.2,92.1,71.4,79.5,69.4,76.4,0.0,0,0.0,9.8,310.2,1015.0,53.4,7.1,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
15/08/2001,86.8,68.8,77.7,89.8,68.8,78.9,67.7,73.4,0.0,0,0.0,11.3,93.9,1015.4,26.5,6.2,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
16/08/2001,89.4,71.5,79.0,91.6,71.5,80.0,68.8,74.1,0.0,0,0.0,6.9,164.8,1018.4,49.8,7.1,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17/08/2001,90.3,72.7,80.8,98.2,72.7,84.3,71.6,74.9,0.0,0,0.0,7.2,292.8,1019.3,50.9,6.4,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
18/08/2001,89.8,73.3,80.2,92.4,73.3,81.4,69.5,72.6,0.0,0,0.0,9.8,284.2,1016.8,21.9,7.4,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
19/08/2001,87.1,71.4,77.9,91.1,71.4,79.3,69.1,76.0,0.0,0,0.0,10.3,244.0,1014.8,49.1,9.1,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
20/08/2001,84.5,71.4,77.4,85.8,71.4,77.9,67.7,74.4,0.0,0,0.0,12.3,296.6,1016.7,59.7,8.0,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
21/08/2001,85.5,63.3,74.2,84.4,63.3,73.9,58.4,61.7,0.0,0,0.0,11.6,322.0,1019.2,19.3,9.8,0.09,Clear,Clear conditions throughout the day.,clear-day
22/08/2001,88.6,63.0,75.3,88.0,63.0,75.4,60.9,63.8,0.0,0,0.0,8.1,68.4,1020.7,9.9,9.5,0.12,Clear,Clear conditions throughout the day.,clear-day
23/08/2001,88.0,66.8,77.2,89.8,66.8,77.9,65.3,69.0,0.0,0,0.0,8.1,276.6,1020.2,25.1,6.9,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24/08/2001,90.7,70.3,80.5,96.4,70.3,83.1,68.6,68.8,0.0,0,0.0,11.1,315.4,1018.2,24.2,6.5,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25/08/2001,88.0,69.3,79.0,91.0,69.3,80.2,68.1,71.3,0.0,0,0.0,10.7,74.5,1018.5,26.3,7.5,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
26/08/2001,90.3,71.2,79.7,94.3,71.2,81.6,69.6,73.4,0.0,0,0.0,7.3,185.5,1018.3,40.6,5.1,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
27/08/2001,90.3,69.6,78.4,92.2,69.6,79.2,67.4,71.9,0.0,0,0.0,10.0,251.6,1016.0,32.3,7.2,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
28/08/2001,80.4,69.7,75.5,83.9,69.7,76.2,69.6,82.3,0.0,0,0.0,8.1,255.0,1017.0,47.9,6.9,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
29/08/2001,84.5,71.4,75.9,88.4,71.4,76.8,70.3,83.8,0.052,100,12.5,9.6,265.5,1018.2,61.4,6.9,0.36,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
30/08/2001,79.7,70.9,74.6,79.7,70.9,74.6,70.1,86.6,0.024,100,8.33,9.2,267.8,1018.5,71.4,6.8,0.39,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
31/08/2001,81.3,70.0,75.4,85.5,70.0,75.6,70.7,85.8,0.24,100,8.33,17.9,274.5,1017.7,61.2,7.4,0.42,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
01/09/2001,80.0,69.1,73.2,82.5,69.1,73.3,68.6,86.1,0.012,100,4.17,7.7,264.4,1017.0,74.0,8.9,0.46,Rain, Partially cloudy,Partly cloudy throughout the day with early morning rain.
02/09/2001,75.1,70.7,72.7,75.1,70.7,72.7,70.0,91.3,0.182,100,16.67,8.1,63.9,1016.7,74.3,7.5,0.5,Rain, Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.
03/09/2001,74.0,70.0,71.8,74.0,70.0,71.8,70.5,95.5,0.524,100,54.17,6.9,123.5,1015.9,89.4,6.1,0.53,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
04/09/2001,81.8,70.9,74.3,85.7,70.9,74.6,70.5,88.5,0.012,100,4.17,6.9,131.3,1016.3,90.7,7.9,0.56,Rain, Overcast,Cloudy skies throughout the day with early morning rain.
05/09/2001,89.0,70.3,78.2,93.3,70.3,79.6,69.8,78.1,0.0,0,0.0,6.3,87.8,1018.4,47.0,7.3,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06/09/2001,86.5,70.6,78.0,90.3,70.6,79.7,69.8,77.4,0.0,0,0.0,14.8,84.6,1019.9,33.2,8.1,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
07/09/2001,85.6,69.3,76.9,85.6,69.3,77.2,65.9,71.7,0.0,0,0.0,10.3,125.4,1018.4,34.3,7.1,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
08/09/2001,85.6,68.2,76.0,89.0,68.2,77.0,68.4,78.3,0.0,0,0.0,8.2,97.3,1017.5,59.0,8.5,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09/09/2001,85.6,66.5,76.3,87.4,66.5,77.0,66.6,73.7,0.0,0,0.0,11.8,84.9,1018.0,29.8,9.6,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10/09/2001,87.6,70.6,77.1,91.4,70.6,78.4,70.3,81.0,0.0,0,0.0,9.4,49.0,1019.6,61.9,8.3,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11/09/2001,86.1,71.2,78.0,90.6,71.2,79.5,70.4,78.9,0.0,0,0.0,12.0,61.0,1020.3,63.8,8.4,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
12/09/2001,82.7,70.7,76.0,84.7,70.7,76.5,67.0,75.0,0.0,0,0.0,13.4,81.7,1020.3,65.6,7.8,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
13/09/2001,83.8,62.2,72.6,83.2,62.2,72.5,59.1,65.6,0.0,0,0.0,12.4,68.7,1019.4,16.0,8.8,0.87,Clear,Clear conditions throughout the day.,clear-day
14/09/2001,84.1,63.0,73.0,84.4,63.0,73.3,61.8,69.7,0.0,0,0.0,13.2,50.5,1016.0,32.4,7.3,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
15/09/2001,75.1,59.1,67.7,75.1,59.1,67.7,50.4,54.8,0.0,0,0.0,18.7,65.7,1017.6,37.5,9.5,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
16/09/2001,75.5,51.7,63.2,75.5,51.7,63.2,50.1,64.2,0.0,0,0.0,11.6,54.3,1019.1,25.2,9.9,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17/09/2001,80.0,52.9,65.4,79.0,52.9,65.3,46.0,54.6,0.0,0,0.0,5.8,46.4,1020.0,19.0,9.6,0,Clear,Clear conditions throughout the day.,clear-day
18/09/2001,80.4,55.9,67.7,80.6,55.9,67.7,56.2,69.4,0.0,0,0.0,6.9,268.5,1018.0,34.3,8.7,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
19/09/2001,81.8,64.0,71.3,83.1,64.0,71.6,64.7,81.0,0.032,100,8.33,12.4,195.3,1016.3,81.3,6.4,0.07,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
20/09/2001,83.1,67.5,73.7,84.1,67.5,73.9,65.4,77.5,0.079,100,4.17,11.5,302.6,1016.2,65.3,7.6,0.11,Rain, Partially cloudy,Partly cloudy throughout the day with morning rain.
21/09/2001,84.5,57.5,70.0,83.9,57.5,69.9,58.2,69.7,0.0,0,0.0,8.3,325.5,1017.4,21.9,8.3,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
22/09/2001,85.2,58.9,72.6,85.2,58.9,72.6,59.8,67.3,0.0,0,0.0,8.1,340.5,1017.7,17.9,9.2,0.17,Clear,Clear conditions throughout the day.,clear-day
23/09/2001,86.5,64.3,73.2,87.2,64.3,73.5,64.7,77.1,0.26,100,12.5,10.9,30.7,1016.8,37.5,8.6,0.21,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
24/09/2001,70.6,59.9,66.8,70.6,59.9,66.8,64.1,91.3,1.107,100,29.17,12.8,303.7,1014.2,90.1,8.6,0.25,Rain, Overcast,Cloudy skies throughout the day with rain.
25/09/2001,66.1,50.1,57.4,66.1,50.1,57.4,46.1,68.9,0.0,0,0.0,14.3,327.1,1016.8,14.4,9.9,0.27,Clear,Clear conditions throughout the day.,clear-day
26/09/2001,70.0,43.6,56.1,70.0,41.0,55.0,43.4,65.4,0.0,0,0.0,8.1,324.8,1019.3,13.2,9.9,0.3,Clear,Clear conditions throughout the day.,clear-day
27/09/2001,75.5,44.2,59.0,75.5,41.5,58.2,45.9,65.9,0.0,0,0.0,9.0,319.6,1017.6,1.0,9.9,0.34,Clear,Clear conditions throughout the day.,clear-day
28/09/2001,77.1,48.8,62.9,77.1,46.4,62.6,48.0,61.7,0.0,0,0.0,9.2,341.9,1015.7,3.1,9.9,0.37,Clear,Clear conditions throughout the day.,clear-day
29/09/2001,71.0,51.6,60.9,71.0,51.6,60.9,46.0,60.2,0.0,0,0.0,16.1,63.0,1018.8,11.3,9.9,0.4,Clear,Clear conditions throughout the day.,clear-day
30/09/2001,71.0,49.2,59.5,71.0,44.9,59.1,46.7,65.2,0.0,0,0.0,12.8,26.8,1020.4,33.2,9.7,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
01/10/2001,75.1,46.4,60.3,75.1,44.2,59.8,47.1,66.3,0.0,0,0.0,10.0,317.6,1019.2,7.1,9.6,0.47,Clear,Clear conditions throughout the day.,clear-day
02/10/2001,79.0,48.4,62.9,79.0,45.3,62.6,49.8,67.0,0.0,0,0.0,11.6,306.0,1020.6,1.6,9.5,0.5,Clear,Clear conditions throughout the day.,clear-day
03/10/2001,80.8,50.3,65.2,79.9,50.3,65.1,50.5,63.9,0.0,0,0.0,6.9,296.2,1022.0,7.8,9.2,0.54,Clear,Clear conditions throughout the day.,clear-day
04/10/2001,80.4,52.9,66.0,79.9,52.9,65.9,52.0,64.7,0.0,0,0.0,8.5,256.5,1021.3,18.0,8.5,0.57,Clear,Clear conditions throughout the day.,clear-day
05/10/2001,77.1,56.4,65.4,77.1,56.4,65.4,59.1,80.6,0.012,100,4.17,10.5,194.5,1018.4,65.0,8.1,0.61,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
06/10/2001,70.0,50.1,61.2,70.0,50.1,61.2,55.9,83.1,0.123,100,29.17,14.6,307.0,1016.1,71.7,8.8,0.64,Rain, Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.
07/10/2001,68.1,45.1,55.0,68.1,41.5,53.7,41.4,62.9,0.0,0,0.0,10.3,15.1,1023.4,20.2,9.8,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
08/10/2001,67.6,43.2,56.2,67.6,39.4,55.7,37.0,53.0,0.0,0,0.0,15.7,81.1,1028.6,9.2,9.9,0.71,Clear,Clear conditions throughout the day.,clear-day
09/10/2001,66.8,44.7,55.6,66.8,40.2,54.2,41.6,60.2,0.0,0,0.0,18.3,78.6,1031.4,48.9,9.9,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10/10/2001,74.4,50.1,61.6,74.4,50.1,61.6,48.8,63.2,0.0,0,0.0,12.8,91.9,1028.6,72.4,9.9,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11/10/2001,75.1,63.0,68.4,75.1,63.0,68.4,59.3,73.1,0.0,0,0.0,11.5,116.5,1022.8,76.0,9.9,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
12/10/2001,77.6,65.5,70.7,77.6,65.5,70.7,62.7,76.4,0.0,0,0.0,11.7,144.2,1017.8,87.7,9.9,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
13/10/2001,79.6,67.2,72.8,79.6,67.2,72.8,62.8,72.2,0.0,0,0.0,16.8,138.5,1014.2,92.8,9.9,0.89,Overcast,Cloudy skies throughout the day.,cloudy
14/10/2001,74.8,59.9,69.1,74.8,59.9,69.1,58.7,72.0,0.571,100,37.5,15.0,237.7,1011.7,64.0,9.2,0.92,Rain, Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.
15/10/2001,74.8,49.8,60.9,74.8,46.5,60.4,44.0,59.2,0.0,0,0.0,9.2,309.6,1020.7,0.0,9.9,0.96,Clear,Clear conditions throughout the day.,clear-day
16/10/2001,61.0,45.7,54.1,61.0,42.5,53.5,32.5,46.0,0.0,0,0.0,19.0,308.5,1020.9,7.0,9.7,0,Clear,Clear conditions throughout the day.,clear-day
17/10/2001,59.1,39.1,48.0,59.1,33.0,45.5,31.8,56.0,0.0,0,0.0,12.8,330.8,1024.5,0.5,9.9,0.03,Clear,Clear conditions throughout the day.,clear-day
18/10/2001,64.3,36.4,49.8,64.3,30.1,47.3,31.9,54.3,0.0,0,0.0,12.8,81.9,1024.7,1.9,9.9,0.06,Clear,Clear conditions throughout the day.,clear-day
19/10/2001,71.4,40.6,55.7,71.4,35.9,54.0,36.6,52.1,0.0,0,0.0,9.2,90.1,1021.2,47.4,9.8,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
20/10/2001,75.8,49.4,62.3,75.8,47.1,62.2,51.2,69.5,0.0,0,0.0,6.9,33.7,1020.4,3.6,8.8,0.13,Clear,Clear conditions throughout the day.,clear-day
21/10/2001,80.0,50.3,63.7,79.6,50.3,63.7,44.6,56.5,0.0,0,0.0,6.9,85.3,1022.3,9.9,8.9,0.16,Clear,Clear conditions throughout the day.,clear-day
22/10/2001,78.6,53.3,65.2,78.6,53.3,65.2,56.6,76.4,0.0,0,0.0,6.9,60.3,1018.9,44.1,7.6,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
23/10/2001,80.8,55.7,67.3,80.5,55.7,67.3,55.9,70.9,0.0,0,0.0,6.0,213.8,1013.2,28.7,7.9,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24/10/2001,78.6,57.5,67.7,78.6,57.5,67.7,61.1,80.2,0.0,0,0.0,10.5,218.1,1011.4,63.3,8.4,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25/10/2001,73.3,55.5,64.5,73.3,55.5,64.5,45.0,54.0,0.098,100,4.17,16.9,296.5,1017.6,30.4,9.8,0.29,Rain, Partially cloudy,Clearing in the afternoon with early morning rain.
26/10/2001,63.8,48.1,55.1,63.8,43.4,54.4,25.6,34.7,0.0,0,0.0,19.6,299.8,1023.9,5.8,9.9,0.32,Clear,Clear conditions throughout the day.,clear-day
27/10/2001,50.5,37.5,43.6,50.5,30.2,38.7,22.3,43.6,0.0,0,0.0,18.7,326.5,1026.1,1.0,9.9,0.35,Clear,Clear conditions throughout the day.,clear-day
28/10/2001,56.8,30.7,42.3,56.8,23.8,39.9,25.8,56.3,0.0,0,0.0,11.6,34.6,1031.8,0.0,9.9,0.38,Clear,Clear conditions throughout the day.,clear-day
29/10/2001,64.5,31.5,46.3,64.5,26.8,44.9,27.8,54.6,0.0,0,0.0,5.8,81.3,1034.0,0.0,9.2,0.42,Clear,Clear conditions throughout the day.,clear-day
30/10/2001,72.8,34.1,51.5,72.8,31.2,50.6,31.6,54.2,0.0,0,0.0,6.9,355.4,1030.2,4.2,9.4,0.45,Clear,Clear conditions throughout the day.,clear-day
31/10/2001,71.4,39.3,54.0,71.4,34.5,52.9,36.1,57.3,0.0,0,0.0,13.7,98.5,1028.1,14.9,9.5,0.48,Clear,Clear conditions throughout the day.,clear-day
